'Participant','Experiment','Type','Number','Correct','Aha','Impasse','Pleasure','Surprise','Certain'
67,1.5,2,11,0,0,49,0,0,2
67,1.5,2,12,0,0,61,13,0,0
67,1.5,2,13,0,0,60,32,0,0
67,1.5,2,14,1,19,3,51,3,100
67,1.5,2,15,0,0,49,0,0,0
67,1.5,2,16,1,44,10,17,26,83
67,1.5,2,17,0,0,72,8,0,0
67,1.5,2,18,1,0,54,26,0,3
67,1.5,2,19,0,0,56,8,0,0
67,1.5,2,20,0,0,55,10,0,0
68,1.5,1,1,0,19,62,19,14,0
68,1.5,1,2,0,55,38,43,36,61
68,1.5,1,3,1,91,34,95,47,100
68,1.5,1,4,1,70,23,70,11,100
68,1.5,1,5,0,19,60,42,38,30
68,1.5,1,6,0,83,39,80,14,93
68,1.5,1,7,1,100,54,92,27,100
68,1.5,1,8,0,58,46,57,34,82
68,1.5,1,9,1,67,18,75,33,100
68,1.5,1,10,1,39,43,42,21,56
68,1.5,2,1,1,78,41,78,29,100
68,1.5,2,2,0,0,100,0,0,0
68,1.5,2,3,0,0,100,0,0,0
68,1.5,2,4,0,0,100,0,0,0
68,1.5,2,5,0,0,100,0,0,0
68,1.5,2,6,0,39,61,41,59,30
68,1.5,2,7,0,0,100,29,0,0
68,1.5,2,8,1,72,0,72,0,100
68,1.5,2,9,0,0,83,0,0,0
68,1.5,2,10,1,64,40,64,19,71
68,1.5,2,11,0,0,100,0,0,0
68,1.5,2,12,1,100,58,100,70,90
68,1.5,2,13,1,94,9,92,40,100
68,1.5,2,14,1,93,62,92,53,100
68,1.5,2,15,1,88,64,84,46,100
68,1.5,2,16,1,71,0,72,0,100
68,1.5,2,17,1,59,20,50,26,100
68,1.5,2,18,0,0,100,0,0,0
68,1.5,2,19,1,69,22,81,20,100
68,1.5,2,20,1,82,47,82,30,80
69,1.5,1,1,0,0,100,0,0,0
69,1.5,1,2,0,0,100,0,0,0
69,1.5,1,3,0,10,65,15,5,40
69,1.5,1,4,0,0,2,0,21,80
69,1.5,1,5,0,0,100,0,0,0
69,1.5,1,6,0,0,100,0,0,0
69,1.5,1,7,0,0,100,0,0,0
69,1.5,1,8,0,10,61,10,2,40
69,1.5,1,9,1,5,1,80,1,91
69,1.5,1,10,0,20,2,60,25,80
69,1.5,2,1,0,0,100,0,0,0
69,1.5,2,2,0,0,100,0,0,0
69,1.5,2,3,0,0,100,0,0,0
69,1.5,2,4,0,0,100,0,0,0
69,1.5,2,5,0,0,100,0,0,0
69,1.5,2,6,0,35,60,20,0,60
69,1.5,2,7,0,0,100,0,0,0
69,1.5,2,8,1,20,10,40,0,74
69,1.5,2,9,0,0,100,0,0,0
69,1.5,2,10,1,71,0,70,0,100
69,1.5,2,11,0,0,100,0,0,0
69,1.5,2,12,1,40,10,35,0,100
69,1.5,2,13,0,0,100,0,0,0
69,1.5,2,14,1,85,50,71,0,100
69,1.5,2,15,0,0,100,0,0,0
69,1.5,2,16,1,80,0,60,0,100
69,1.5,2,17,1,75,0,80,0,100
69,1.5,2,18,1,70,0,69,0,100
69,1.5,2,19,1,50,0,66,11,100
69,1.5,2,20,0,0,100,0,0,0
70,1.5,1,1,0,9,100,9,40,8
70,1.5,1,2,0,7,99,10,8,7
70,1.5,1,3,1,78,99,87,71,91
70,1.5,1,4,0,14,13,21,14,0
70,1.5,1,5,0,20,70,18,16,11
70,1.5,1,6,1,61,40,97,42,92
70,1.5,1,7,0,8,100,9,9,10
70,1.5,1,8,1,71,5,100,100,100
70,1.5,1,9,1,10,11,16,17,88
70,1.5,1,10,0,42,33,40,30,71
70,1.5,2,1,0,8,100,9,7,7
70,1.5,2,2,0,20,85,19,20,3
70,1.5,2,3,0,8,99,6,7,8
70,1.5,2,4,0,8,100,8,7,4
70,1.5,2,5,0,35,59,15,19,50
70,1.5,2,6,0,39,83,24,26,30
70,1.5,2,7,0,45,86,25,32,25
70,1.5,2,8,1,100,37,100,100,100
70,1.5,2,9,0,19,100,23,38,18
70,1.5,2,10,1,83,36,77,72,93
70,1.5,2,11,0,95,71,61,27,100
70,1.5,2,12,1,79,19,73,27,99
70,1.5,2,13,0,8,99,11,10,4
70,1.5,2,14,1,67,78,21,24,99
70,1.5,2,15,1,100,40,37,72,100
70,1.5,2,16,1,86,54,69,66,100
70,1.5,2,17,0,22,91,17,25,18
70,1.5,2,18,0,9,13,12,12,9
70,1.5,2,19,1,100,78,76,51,100
70,1.5,2,20,0,6,100,7,7,8
71,1.5,1,1,0,12,51,9,16,36
71,1.5,1,2,1,100,48,79,39,100
71,1.5,1,3,1,100,38,88,73,100
71,1.5,1,4,1,100,28,100,64,100
71,1.5,1,5,1,75,34,56,34,85
71,1.5,1,6,1,19,30,33,8,72
71,1.5,1,7,1,88,24,79,34,100
71,1.5,1,8,0,0,92,0,0,0
71,1.5,1,9,1,30,30,38,20,63
71,1.5,1,10,1,14,73,34,23,43
71,1.5,2,1,0,3,100,3,3,6
71,1.5,2,2,0,4,100,4,3,2
71,1.5,2,3,0,2,100,2,3,0
71,1.5,2,4,0,4,100,3,3,15
71,1.5,2,5,0,0,100,0,0,0
71,1.5,2,6,1,100,32,65,5,100
71,1.5,2,7,0,2,100,1,3,0
71,1.5,2,8,0,3,100,3,4,8
71,1.5,2,9,0,10,91,75,12,26
71,1.5,2,10,1,60,29,74,11,100
71,1.5,2,11,1,100,62,100,16,100
71,1.5,2,12,0,0,100,0,0,0
71,1.5,2,13,1,100,32,44,15,100
71,1.5,2,14,0,0,100,0,0,0
71,1.5,2,15,0,0,100,0,0,0
71,1.5,2,16,1,58,25,34,51,100
71,1.5,2,17,1,40,40,78,52,100
71,1.5,2,18,1,68,29,79,43,100
71,1.5,2,19,0,2,100,3,3,0
71,1.5,2,20,1,70,24,38,49,100
72,1.5,1,1,0,70,100,70,100,0
72,1.5,1,2,1,100,20,100,10,100
72,1.5,1,3,1,100,80,70,70,100
72,1.5,1,4,0,80,80,100,50,80
72,1.5,1,5,0,70,80,50,70,70
72,1.5,1,6,1,80,30,100,30,90
72,1.5,1,7,0,10,80,10,100,30
72,1.5,1,8,1,100,80,100,50,100
72,1.5,1,9,1,30,80,10,80,30
72,1.5,1,10,0,30,100,0,80,30
72,1.5,2,1,0,0,100,0,100,0
72,1.5,2,2,0,0,100,0,100,0
72,1.5,2,3,0,0,100,0,100,0
72,1.5,2,4,0,10,100,10,100,0
72,1.5,2,5,0,0,100,0,100,0
72,1.5,2,6,0,0,100,0,100,0
72,1.5,2,7,0,50,50,50,50,60
72,1.5,2,8,0,0,100,0,100,0
72,1.5,2,9,1,100,10,100,10,100
72,1.5,2,10,1,10,0,10,0,100
72,1.5,2,11,0,0,100,0,100,0
72,1.5,2,12,0,0,100,0,100,0
72,1.5,2,13,0,8,100,0,100,29
72,1.5,2,14,1,10,0,10,0,100
72,1.5,2,15,0,0,100,0,100,0
72,1.5,2,16,1,10,0,10,0,100
72,1.5,2,17,1,50,20,70,20,80
72,1.5,2,18,0,0,100,0,100,0
72,1.5,2,19,1,100,10,100,10,100
72,1.5,2,20,1,100,50,100,70,100
73,1.5,1,1,1,66,24,72,24,98
73,1.5,1,2,1,42,36,50,39,100
73,1.5,1,3,0,18,91,3,91,19
73,1.5,1,4,1,5,9,19,60,90
73,1.5,1,5,0,29,23,24,23,70
73,1.5,1,6,0,19,40,9,76,0
73,1.5,1,7,1,61,78,29,48,71
73,1.5,1,8,1,19,12,34,21,90
73,1.5,1,9,1,15,18,13,21,0
73,1.5,1,10,1,55,29,62,50,77
73,1.5,2,1,0,0,93,0,85,0
73,1.5,2,2,0,4,96,10,4,12
73,1.5,2,3,0,7,94,10,92,7
73,1.5,2,4,0,0,100,0,0,0
73,1.5,2,5,0,0,2,2,1,0
73,1.5,2,6,0,4,100,2,4,0
73,1.5,2,7,1,83,39,71,71,91
73,1.5,2,8,1,78,4,80,81,94
73,1.5,2,9,0,0,100,0,0,0
73,1.5,2,10,1,56,80,71,77,91
73,1.5,2,11,0,73,61,70,60,0
73,1.5,2,12,0,0,100,0,0,0
73,1.5,2,13,0,7,100,9,8,0
73,1.5,2,14,1,70,58,62,60,95
73,1.5,2,15,0,0,100,0,0,0
73,1.5,2,16,1,50,1,50,19,100
73,1.5,2,17,1,79,21,74,29,90
73,1.5,2,18,1,81,76,80,80,93
73,1.5,2,19,1,22,74,26,71,88
73,1.5,2,20,1,20,73,15,14,20
74,1.5,1,1,1,72,13,69,7,100
74,1.5,1,2,1,72,4,74,0,100
74,1.5,1,3,0,0,0,52,0,0
74,1.5,1,4,1,81,90,82,0,0
74,1.5,1,5,0,0,0,50,0,50
74,1.5,1,6,1,0,0,69,10,92
74,1.5,1,7,0,0,50,0,0,0
74,1.5,1,8,1,57,0,56,0,100
74,1.5,1,9,1,0,0,50,0,100
74,1.5,1,10,1,19,0,50,0,71
74,1.5,2,1,0,0,100,0,0,0
74,1.5,2,2,0,0,100,0,0,0
74,1.5,2,3,0,0,100,0,0,0
74,1.5,2,4,0,0,100,0,0,0
74,1.5,2,5,0,0,100,0,0,0
74,1.5,2,6,0,0,100,0,0,0
74,1.5,2,7,0,0,100,0,0,0
74,1.5,2,8,1,7,0,50,0,100
74,1.5,2,9,1,4,0,50,7,95
74,1.5,2,10,1,6,0,50,0,100
74,1.5,2,11,1,7,0,50,0,94
74,1.5,2,12,1,5,0,50,0,100
74,1.5,2,13,0,0,0,0,0,0
74,1.5,2,14,0,0,100,0,0,0
74,1.5,2,15,1,7,0,50,0,100
74,1.5,2,16,1,6,0,50,0,100
74,1.5,2,17,1,8,0,50,0,100
74,1.5,2,18,1,3,0,50,0,100
74,1.5,2,19,1,8,0,50,0,100
74,1.5,2,20,1,7,0,50,0,100
75,1.5,1,1,1,92,20,93,23,96
75,1.5,1,2,0,0,84,0,0,0
75,1.5,1,3,0,0,88,0,0,0
75,1.5,1,4,1,33,7,36,32,83
75,1.5,1,5,1,66,14,87,24,100
75,1.5,1,6,1,21,58,60,32,83
75,1.5,1,7,1,100,38,99,42,96
75,1.5,1,8,0,0,97,0,0,0
75,1.5,1,9,1,24,76,32,46,62
75,1.5,1,10,1,9,88,4,7,12
75,1.5,2,1,0,0,70,26,0,0
75,1.5,2,2,0,0,28,0,0,0
75,1.5,2,3,0,0,57,0,0,0
75,1.5,2,4,0,0,38,0,0,0
75,1.5,2,5,0,0,68,0,0,0
75,1.5,2,6,1,88,3,89,25,100
75,1.5,2,7,1,93,77,92,82,92
75,1.5,2,8,1,83,13,77,32,100
75,1.5,2,9,1,95,71,95,81,91
75,1.5,2,10,1,73,60,78,70,85
75,1.5,2,11,1,90,77,91,73,86
75,1.5,2,12,1,87,45,87,36,100
75,1.5,2,13,1,75,4,75,23,100
75,1.5,2,14,1,83,13,85,34,100
75,1.5,2,15,0,0,66,0,0,0
75,1.5,2,16,1,86,14,92,53,100
75,1.5,2,17,1,87,3,91,11,100
75,1.5,2,18,1,74,52,66,56,99
75,1.5,2,19,1,78,58,70,51,100
75,1.5,2,20,1,76,12,73,53,87
76,1.5,1,1,0,100,60,91,64,89
76,1.5,1,2,1,100,65,100,74,100
76,1.5,1,3,0,38,84,26,70,27
76,1.5,1,4,0,0,100,0,36,10
76,1.5,1,5,1,100,57,100,73,100
76,1.5,1,6,1,0,38,0,0,0
76,1.5,1,7,0,52,27,71,100,76
76,1.5,1,8,0,0,100,0,0,0
76,1.5,1,9,1,100,0,100,0,100
76,1.5,1,10,0,100,65,83,52,75
76,1.5,2,1,0,40,67,60,50,30
76,1.5,2,2,0,36,100,21,57,15
76,1.5,2,3,0,70,68,70,57,72
76,1.5,2,4,0,100,60,100,0,96
76,1.5,2,5,0,3,100,1,46,2
76,1.5,2,6,0,0,100,29,38,8
76,1.5,2,7,0,23,89,40,77,64
76,1.5,2,8,1,100,0,100,0,100
76,1.5,2,9,0,5,89,28,48,20
76,1.5,2,10,1,100,0,100,0,100
76,1.5,2,11,1,100,0,100,0,100
76,1.5,2,12,0,0,100,0,100,0
76,1.5,2,13,0,40,79,46,66,35
76,1.5,2,14,1,100,0,100,0,100
76,1.5,2,15,0,0,100,0,82,0
76,1.5,2,16,1,100,11,100,0,100
76,1.5,2,17,1,100,0,97,0,100
76,1.5,2,18,1,100,1,100,0,100
76,1.5,2,19,1,100,0,100,0,100
76,1.5,2,20,1,100,30,100,0,100
77,1.5,1,1,1,81,23,100,8,100
77,1.5,1,2,0,9,100,5,2,0
77,1.5,1,3,0,49,50,50,53,63
77,1.5,1,4,1,100,2,100,3,100
77,1.5,1,5,1,100,1,63,1,100
77,1.5,1,6,0,50,70,52,54,0
77,1.5,1,7,1,78,31,100,7,100
77,1.5,1,8,0,82,59,84,52,98
77,1.5,1,9,1,0,9,48,2,100
77,1.5,1,10,0,92,51,79,8,99
77,1.5,2,1,0,5,1,5,3,0
77,1.5,2,2,0,5,2,4,2,0
77,1.5,2,3,0,4,0,2,1,0
77,1.5,2,4,0,36,36,17,46,60
77,1.5,2,5,0,2,1,4,2,0
77,1.5,2,6,0,3,2,2,2,0
77,1.5,2,7,0,3,1,1,1,3
77,1.5,2,8,0,3,87,3,4,0
77,1.5,2,9,0,4,2,4,3,3
77,1.5,2,10,0,4,0,3,4,0
77,1.5,2,11,0,3,88,9,0,0
77,1.5,2,12,0,3,1,3,3,0
77,1.5,2,13,1,78,6,94,3,100
77,1.5,2,14,1,95,3,83,4,100
77,1.5,2,15,0,5,7,7,4,0
77,1.5,2,16,1,100,4,91,4,100
77,1.5,2,17,1,63,7,55,7,100
77,1.5,2,18,1,89,20,83,8,100
77,1.5,2,19,0,3,3,2,2,0
77,1.5,2,20,0,6,75,10,6,4
78,1.5,1,1,1,22,68,50,50,19
78,1.5,1,2,1,51,32,68,28,94
78,1.5,1,3,1,64,15,58,70,92
78,1.5,1,4,1,5,50,50,2,0
78,1.5,1,5,1,2,96,31,50,25
78,1.5,1,6,1,40,42,64,42,88
78,1.5,1,7,0,3,80,50,51,4
78,1.5,1,8,1,64,56,68,27,95
78,1.5,1,9,1,31,30,61,41,74
78,1.5,1,10,1,29,65,63,41,85
78,1.5,2,1,0,4,86,50,51,13
78,1.5,2,2,0,3,84,47,51,2
78,1.5,2,3,0,4,70,50,51,31
78,1.5,2,4,1,65,91,63,69,61
78,1.5,2,5,0,34,78,42,60,31
78,1.5,2,6,0,4,90,51,51,5
78,1.5,2,7,0,42,84,38,74,19
78,1.5,2,8,0,39,83,42,63,29
78,1.5,2,9,0,4,95,40,51,3
78,1.5,2,10,1,35,49,59,26,84
78,1.5,2,11,0,4,83,42,77,15
78,1.5,2,12,1,59,47,71,37,81
78,1.5,2,13,1,39,60,62,59,79
78,1.5,2,14,1,40,62,73,32,95
78,1.5,2,15,0,5,76,50,50,7
78,1.5,2,16,1,65,67,64,66,82
78,1.5,2,17,1,61,66,61,63,63
78,1.5,2,18,0,7,85,49,51,13
78,1.5,2,19,1,47,60,66,32,89
78,1.5,2,20,1,61,67,73,61,86
79,1.5,1,1,1,64,44,79,26,64
79,1.5,1,2,0,9,94,8,42,8
79,1.5,1,3,1,62,36,63,16,69
79,1.5,1,4,1,72,7,82,8,100
79,1.5,1,5,0,55,17,60,12,78
79,1.5,1,6,1,72,44,82,17,94
79,1.5,1,7,0,88,45,85,33,91
79,1.5,1,8,0,84,29,82,20,100
79,1.5,1,9,1,85,33,63,18,78
79,1.5,1,10,1,52,72,61,26,64
79,1.5,2,1,0,13,81,34,20,14
79,1.5,2,2,0,8,98,6,4,6
79,1.5,2,3,0,11,76,42,33,18
79,1.5,2,4,0,22,85,45,20,14
79,1.5,2,5,0,2,95,12,31,2
79,1.5,2,6,0,31,88,23,21,11
79,1.5,2,7,1,94,65,95,21,98
79,1.5,2,8,0,0,97,5,4,5
79,1.5,2,9,0,31,75,42,20,23
79,1.5,2,10,0,11,91,22,17,8
79,1.5,2,11,0,56,67,65,30,61
79,1.5,2,12,0,12,89,21,9,12
79,1.5,2,13,1,58,66,72,20,67
79,1.5,2,14,1,81,18,82,18,100
79,1.5,2,15,0,2,98,11,14,1
79,1.5,2,16,0,86,77,85,34,82
79,1.5,2,17,0,17,95,26,19,7
79,1.5,2,18,1,56,68,60,18,66
79,1.5,2,19,1,96,53,81,36,95
79,1.5,2,20,0,31,85,51,27,13
80,1.5,1,1,0,6,70,9,39,29
80,1.5,1,2,1,50,8,60,29,100
80,1.5,1,3,1,71,28,70,60,100
80,1.5,1,4,1,95,40,81,71,92
80,1.5,1,5,1,71,9,82,39,100
80,1.5,1,6,1,82,1,93,38,100
80,1.5,1,7,0,5,61,6,8,0
80,1.5,1,8,1,60,9,81,19,100
80,1.5,1,9,1,29,0,41,18,100
80,1.5,1,10,1,28,18,50,41,82
80,1.5,2,1,0,4,100,3,2,0
80,1.5,2,2,0,2,100,2,1,0
80,1.5,2,3,0,1,100,2,2,0
80,1.5,2,4,0,0,100,0,0,0
80,1.5,2,5,0,2,91,18,2,18
80,1.5,2,6,1,82,29,60,50,100
80,1.5,2,7,1,50,18,40,18,100
80,1.5,2,8,1,75,50,92,29,100
80,1.5,2,9,0,4,50,49,41,18
80,1.5,2,10,1,18,1,30,3,100
80,1.5,2,11,1,3,40,29,18,61
80,1.5,2,12,1,19,0,50,0,100
80,1.5,2,13,1,2,1,50,3,100
80,1.5,2,14,1,2,3,4,2,100
80,1.5,2,15,1,28,10,50,10,100
80,1.5,2,16,1,28,1,40,18,100
80,1.5,2,17,1,17,8,29,1,100
80,1.5,2,18,1,0,3,40,3,100
80,1.5,2,19,1,71,29,50,40,100
80,1.5,2,20,1,40,9,60,40,71
81,1.5,1,1,1,75,20,100,70,75
81,1.5,1,2,0,0,100,0,0,0
81,1.5,1,3,1,50,100,75,20,60
81,1.5,1,4,1,100,75,100,100,100
81,1.5,1,5,0,100,0,100,20,100
81,1.5,1,6,1,100,25,100,50,100
81,1.5,1,7,0,75,75,75,50,60
81,1.5,1,8,1,100,50,100,100,100
81,1.5,1,9,1,40,0,40,0,100
81,1.5,1,10,0,20,100,50,20,10
81,1.5,2,1,0,50,0,100,0,100
81,1.5,2,2,0,10,80,10,10,20
81,1.5,2,3,0,0,80,20,0,20
81,1.5,2,4,0,50,80,50,20,50
81,1.5,2,5,1,100,60,100,100,100
81,1.5,2,6,0,20,80,20,10,30
81,1.5,2,7,0,50,70,70,50,60
81,1.5,2,8,0,0,80,20,0,20
81,1.5,2,9,0,0,100,0,0,0
81,1.5,2,10,0,0,100,0,0,10
81,1.5,2,11,1,75,30,100,30,100
81,1.5,2,12,0,0,100,0,0,0
81,1.5,2,13,1,100,10,100,50,100
81,1.5,2,14,1,100,0,100,0,100
81,1.5,2,15,0,10,90,10,0,20
81,1.5,2,16,1,100,0,100,0,100
81,1.5,2,17,0,10,80,20,50,30
81,1.5,2,18,1,100,20,100,0,100
81,1.5,2,19,0,0,100,20,0,10
81,1.5,2,20,1,100,20,100,50,100
82,1.5,1,1,1,81,3,72,4,100
82,1.5,1,2,0,1,1,61,1,100
82,1.5,1,3,0,90,91,82,87,90
82,1.5,1,4,0,10,70,19,20,0
82,1.5,1,5,0,40,61,52,46,60
82,1.5,1,6,0,62,43,62,49,71
82,1.5,1,7,1,99,88,95,48,92
82,1.5,1,8,1,91,9,81,20,100
82,1.5,1,9,0,10,83,30,20,100
82,1.5,1,10,0,50,40,60,50,60
82,1.5,2,1,1,95,98,90,83,100
82,1.5,2,2,1,90,40,90,78,83
82,1.5,2,3,1,73,69,32,67,42
82,1.5,2,4,1,80,84,97,77,79
82,1.5,2,5,1,58,61,45,52,48
82,1.5,2,6,1,91,65,74,95,76
82,1.5,2,7,0,6,90,11,15,10
82,1.5,2,8,1,91,96,28,79,33
82,1.5,2,9,0,1,100,4,5,3
82,1.5,2,10,0,2,100,4,2,2
82,1.5,2,11,0,2,99,10,51,0
82,1.5,2,12,1,25,75,49,22,76
82,1.5,2,13,1,94,71,97,82,98
82,1.5,2,14,1,67,6,86,4,96
82,1.5,2,15,1,100,89,82,83,89
82,1.5,2,16,1,92,99,85,52,100
82,1.5,2,17,1,39,92,20,41,28
82,1.5,2,18,0,3,98,2,49,5
82,1.5,2,19,1,75,75,53,62,79
82,1.5,2,20,0,3,99,5,50,2
83,1.5,1,1,1,95,49,95,56,96
83,1.5,1,2,0,19,85,17,59,49
83,1.5,1,3,1,100,27,78,12,97
83,1.5,1,4,1,100,46,100,40,100
83,1.5,1,5,1,96,47,99,82,100
83,1.5,1,6,1,26,70,63,73,65
83,1.5,1,7,0,0,100,0,0,0
83,1.5,1,8,0,15,95,15,11,7
83,1.5,1,9,0,96,27,88,77,98
83,1.5,1,10,0,92,38,100,73,100
83,1.5,2,1,0,12,90,10,67,0
83,1.5,2,2,0,14,72,8,32,23
83,1.5,2,3,0,7,80,91,72,9
83,1.5,2,4,0,0,98,0,83,2
83,1.5,2,5,0,26,88,40,71,17
83,1.5,2,6,1,96,26,93,39,77
83,1.5,2,7,0,7,81,16,71,11
83,1.5,2,8,1,100,60,87,69,85
83,1.5,2,9,1,100,71,100,20,100
83,1.5,2,10,1,86,23,98,25,86
83,1.5,2,11,0,12,76,23,64,37
83,1.5,2,12,1,84,24,91,27,94
83,1.5,2,13,0,0,100,0,0,0
83,1.5,2,14,1,91,31,90,31,100
83,1.5,2,15,0,10,95,22,22,9
83,1.5,2,16,1,85,27,91,31,100
83,1.5,2,17,0,3,84,86,53,0
83,1.5,2,18,1,89,24,96,35,100
83,1.5,2,19,1,70,58,72,34,64
83,1.5,2,20,0,16,85,89,73,20
84,1.5,1,1,1,30,20,50,0,100
84,1.5,1,2,0,0,0,0,0,100
84,1.5,1,3,1,100,50,100,70,100
84,1.5,1,4,1,10,1,50,0,100
84,1.5,1,5,1,95,50,100,40,100
84,1.5,1,6,1,40,30,0,0,100
84,1.5,1,7,1,5,30,10,10,100
84,1.5,1,8,1,0,0,10,0,100
84,1.5,1,9,1,40,70,10,30,95
84,1.5,1,10,1,60,50,70,0,100
84,1.5,2,1,0,0,100,0,0,0
84,1.5,2,2,0,0,100,0,0,0
84,1.5,2,3,0,0,100,0,0,0
84,1.5,2,4,0,0,100,0,0,0
84,1.5,2,5,0,0,100,0,0,0
84,1.5,2,6,1,71,30,80,10,90
84,1.5,2,7,0,15,95,0,5,10
84,1.5,2,8,0,0,100,0,0,0
84,1.5,2,9,1,60,10,100,1,100
84,1.5,2,10,0,0,100,2,0,0
84,1.5,2,11,0,0,100,0,0,0
84,1.5,2,12,1,9,100,0,0,10
84,1.5,2,13,0,0,100,0,0,0
84,1.5,2,14,1,70,0,80,10,100
84,1.5,2,15,0,2,95,0,0,10
84,1.5,2,16,1,60,40,70,0,100
84,1.5,2,17,1,40,10,20,10,100
84,1.5,2,18,1,8,80,0,0,50
84,1.5,2,19,1,80,50,60,0,100
84,1.5,2,20,0,0,100,5,0,0
85,1.5,1,1,1,71,20,82,9,100
85,1.5,1,2,0,29,93,63,46,80
85,1.5,1,3,0,7,82,76,28,72
85,1.5,1,4,0,19,94,10,9,0
85,1.5,1,5,0,30,70,51,30,30
85,1.5,1,6,1,40,40,63,50,62
85,1.5,1,7,0,2,100,1,2,0
85,1.5,1,8,1,50,9,81,30,100
85,1.5,1,9,0,7,47,29,19,70
85,1.5,1,10,1,70,82,70,31,83
85,1.5,2,1,0,7,66,10,21,68
85,1.5,2,2,0,78,39,71,62,67
85,1.5,2,3,0,12,84,16,8,0
85,1.5,2,4,0,6,100,4,5,0
85,1.5,2,5,0,3,100,2,3,0
85,1.5,2,6,1,59,52,18,19,91
85,1.5,2,7,0,9,87,57,60,61
85,1.5,2,8,0,7,100,3,3,0
85,1.5,2,9,0,3,90,5,9,41
85,1.5,2,10,1,73,44,52,35,97
85,1.5,2,11,0,53,83,73,50,43
85,1.5,2,12,0,45,73,29,28,33
85,1.5,2,13,0,6,70,9,6,18
85,1.5,2,14,1,71,29,92,9,99
85,1.5,2,15,0,8,93,10,10,73
85,1.5,2,16,1,100,19,60,29,100
85,1.5,2,17,0,3,100,2,2,0
85,1.5,2,18,0,13,76,12,18,18
85,1.5,2,19,0,4,95,5,3,0
85,1.5,2,20,0,73,28,51,32,73
86,1.5,1,1,1,75,70,80,70,90
86,1.5,1,2,1,74,60,80,50,100
86,1.5,1,3,1,80,80,50,70,60
86,1.5,1,4,0,10,95,9,5,10
86,1.5,1,5,1,1,100,1,95,1
86,1.5,1,6,0,10,90,20,60,25
86,1.5,1,7,0,1,100,1,1,0
86,1.5,1,8,0,1,98,1,1,1
86,1.5,1,9,1,30,35,50,10,85
86,1.5,1,10,0,50,60,60,15,25
86,1.5,2,1,0,1,100,1,0,1
86,1.5,2,2,0,1,100,1,1,1
86,1.5,2,3,0,1,100,1,1,0
86,1.5,2,4,0,1,100,1,1,0
86,1.5,2,5,0,1,100,1,1,0
86,1.5,2,6,1,40,75,45,30,0
86,1.5,2,7,0,10,90,1,1,4
86,1.5,2,8,0,1,100,1,1,0
86,1.5,2,9,1,80,80,90,60,100
86,1.5,2,10,1,83,71,61,51,100
86,1.5,2,11,1,60,92,50,40,0
86,1.5,2,12,1,65,40,55,22,100
86,1.5,2,13,0,1,100,1,1,0
86,1.5,2,14,1,60,10,75,20,100
86,1.5,2,15,0,40,85,30,16,10
86,1.5,2,16,1,71,76,71,8,100
86,1.5,2,17,1,90,84,90,25,100
86,1.5,2,18,0,9,100,8,8,0
86,1.5,2,19,1,70,83,61,30,100
86,1.5,2,20,0,1,100,1,1,0
87,2,1,1,0,0,35,28,11,0
87,2,1,2,1,60,34,64,36,96
87,2,1,3,1,71,43,68,61,99
87,2,1,4,0,28,55,27,38,34
87,2,1,5,0,40,39,57,42,26
87,2,1,6,0,10,73,29,64,0
87,2,1,7,0,25,34,2,39,1
87,2,1,8,NA,29,64,35,37,63
87,2,1,9,1,38,29,60,28,82
87,2,1,10,1,61,53,57,41,89
87,2,2,1,0,50,50,51,50,3
87,2,2,2,0,41,70,65,75,31
87,2,2,3,0,0,0,0,0,0
87,2,2,4,0,64,28,69,65,94
87,2,2,5,0,20,71,49,42,27
87,2,2,6,0,63,86,63,62,18
87,2,2,7,0,0,94,2,28,0
87,2,2,8,0,62,42,43,42,18
87,2,2,9,0,35,42,43,31,64
87,2,2,10,1,70,69,42,73,69
87,2,2,11,0,67,78,58,66,68
87,2,2,12,0,36,58,39,59,24
87,2,2,13,0,0,50,55,51,3
87,2,2,14,0,74,60,74,73,43
87,2,2,15,0,53,56,56,57,30
87,2,2,16,0,35,60,40,43,19
87,2,2,17,0,62,65,43,67,0
87,2,2,18,0,41,78,42,44,8
87,2,2,19,1,61,63,57,37,61
87,2,2,20,0,50,67,59,78,34
88,2,1,1,1,75,19,69,33,0
88,2,1,2,0,0,100,50,50,0
88,2,1,3,0,16,24,50,50,33
88,2,1,4,1,100,62,77,74,100
88,2,1,5,0,69,21,70,34,79
88,2,1,6,0,30,0,78,0,85
88,2,1,7,1,14,0,79,0,100
88,2,1,8,NA,0,100,0,0,0
88,2,1,9,1,13,0,33,0,23
88,2,1,10,1,35,0,74,0,100
88,2,2,1,0,0,68,26,0,0
88,2,2,2,0,72,7,61,64,60
88,2,2,3,0,0,69,27,32,20
88,2,2,4,0,0,53,45,0,0
88,2,2,5,0,0,67,34,0,0
88,2,2,6,1,67,16,66,26,100
88,2,2,7,1,100,74,100,100,100
88,2,2,8,1,67,0,62,0,100
88,2,2,9,1,40,27,60,0,100
88,2,2,10,1,70,0,68,0,100
88,2,2,11,1,56,71,43,71,72
88,2,2,12,1,40,0,55,0,100
88,2,2,13,1,23,0,52,0,76
88,2,2,14,0,0,100,33,0,0
88,2,2,15,0,0,79,24,0,0
88,2,2,16,1,59,0,100,0,100
88,2,2,17,1,62,0,62,0,100
88,2,2,18,1,50,0,100,0,100
88,2,2,19,1,65,0,66,0,100
